id,signe,definition
3897,NS:VGT(VGT),"VGT, vlaams gebarentaal"
4102,RALLYE,"rallye, concours automobile"
2637,SEXE.FAIRE,"faire l'amour, baiser, sexe"
14,AIDER,aider
2730,CARREAU-CARTE,carreau
193,ECARTER,"écarter, s'écarter"
1582,ATTACHER,"attacher, lier, nouer"
780,RECOMMENCER,"recommencer, répéter"
1147,SORCIERE,"sorcière, sorcellerie"
2480,LIMITE.FIN,"limite, limitation, limiter"
3337,NS:SYLVIE(S),Sylvie
3286,PSYCHIATRIE,"psychiatrie, psychiatre"
3117,TETU.TETE,têtu
1084,VENDRE,"vendre, à vendre"
2239,DE:EN-FOUTRE,"s'en foutre, on s'en fiche, vaurien, vandale, voyou"
258,FILM,film
1218,KO,"KO, épuisé"
851,PULL,pull-over
484,RESPECT,"respect, respecter"
1764,RESULTAT,résultat
957,IMPORTANT,important
994,MINUTE-10,dix minutes
536,TOUT,"tout, tout le monde, partout"
1600,BANQUE.TETE,"banque, bancontact"
2540,CHEMINEE.2,Cheminée
285,HEURE-8.2,"à huit heures, à vingt heures"
159,DEHORS.ORDRE,"dehors, vas-y, va t-en, ouste"
3807,PAIN.HESITER,pain
2689,COLLEGUE,collègue
3611,COULEUR.PARANO,couleur
773,EXERCICE,"exercice, s'exercer"
1812,JOURNAL,"journal, magazine"
744,LONGTEMPS,"long, longtemps"
363,MONTRER,montrer
389,NUMERO,numéro
489,RICHE,riche
1743,VIOLENCE,"violent, violence, sauvage"
66,AVOIR,avoir
4018,NS:INCONNU(ANGLETERRE),Inconnu(e) ami(e) de Martine Fraiture
2069,NS:MITTERAND(MID-CANINES),François Mitterand
3473,NS:LORENZO(YOUPI),Lorenzo
1247,ACCOMPAGNER,"accompagner, accompagnateur"
154,DEBROUILLER,"débrouiller, se débrouiller"
2068,NS:CHIRAC(NEZ_POINTU),Jacques Chirac
32,APPELER,"appel, appeler, prévenir"
230,EXCLUSION,"exclusion d'un groupe, non intégration, isolé, isoler"
3911,HOPITAL.10,"hôpital, clinique"
294,HONNETE,honnête
1628,NS:FRONTRUNNERS(SPORT),Frontrunners
1558,COMPOTE,compote (de pommes)
191,E-MAIL,e-mail
1801,POUVOIR.PERMIS,"permission, autorisation, permettre, autoriser, pouvoir, permis de conduire"
351,MESURER,mesurer
3331,NS:GOOGLE(JUMELLE),Google
3894,NS:SIMON(TRACE-TETE),Simon
3875,NS:LA-PANNE(PANNE),La panne
587,PAPIER.BIEN,"papier, feuille"
3720,BOUILLARD,bouillard
3233,FAX,fax
1877,NS:AWIPH(BLESSER),AWIPH
96,CAMERA,"caméra, fim, filmer"
1775,VIDEO,"vidéo, répondeur"
3980,PARALYSIE,"paralysie, paralysé"
2060,PT-MAIN,
890,VIANDE,"viande, chair"
3624,ML,"ml, millilitre"
4091,PRENDRE.BEAUCOUP,"prendre, garder pour soi, gagner de l'argent au poker"
523,SUR,"sûr, sûrement"
905,CONTRACTION,contraction de grossesse
4045,CONTRAIRE.RETOUR,"(au) contraire, retour, se remettre ensemble"
290,HEURE-6.2,"à six heures, à dix-huit heures"
1516,BOEUF,"boeuf, taureau"
1982,FLECHE.CUPIDON,fleche
837,RECHERCHER,"chercher, recherche, rechercher, enquête, enquêter"
3137,STRING,string
4094,APPLICATION.A-CLIC,application Iphone ou smartphone ou tablette
3322,BONBON.CREME,Bonbon
896,CUIRE,"cuire, cuisson"
3258,DELPHIN,dauphin
1037,LANGUE.L,"langue, linguistique"
2915,BASKET,basket-ball
3640,NS:MARIE-FLORENCE(CHEVAL.MONTE,Marie-Florence Devalet
407,PARLER.F,"parler, discours, discourir, narrer, narration, narrateur"
3364,PUBLICITE.ACTIVITE,"publicité, pub"
750,SENTIR,"sentir, sens, sentiment, impression"
3393,AVENTURE.CHEMIN,"chercher le chemin, aventure, parcours"
2898,LOUER.BALANCE,"louer, location, loyer"
4040,MUTUALITE.EPAULE,"mutuelle, mutualité"
3938,ART(ASL),art
2996,SUCRE.CHOCOLAT,Sucre
3529,ILY(ASL),"i love you, je t'aime"
2835,NS:VIRGINIE(V),virginie
3005,PRISON.POIGNET,prison
2072,VOIR-PAS,"ne pas voir, invisible"
880,CHAUSSURE,"chaussure, soulier"
4080,CHIEN.1,"chien, chienne"
3125,FORT.INTERPRETE,"fort, terrible"
1319,CONFORTABLE,"confort, confortable"
1048,INSOUMIS,"soumis, insoumis, révolté, se révolter, ne pas se soumettre, rebelle"
3581,CHARME,"charme, charmant, avoir du charme, éblouissant, leader"
2847,EDUCATION.E-V,"éduquer, élever, éducation"
3580,PUBLIC.AUDITOIRE,"public, théâtre, auditoire, estrade, parlement, gouvernement"
979,RAT,rat
3290,SNOB,"snob, péteux, hautain, pétasse"
932,CHATEAU,"château, palais"
4047,EN-FACE.CONTACT,en face
1975,SALOPE,"salope, salaud"
3325,LAVER-VISAGE,laver visage
3312,NS:HAWAII(N-VISAGE-ASL),"Hawaii, hawaiien"
3218,SERIE,série télévisée
1852,CELLULE,cellule
3695,EPINGLE,épingle
3123,INTERNAT.PENSION,"internat, pension"
3936,NS:CALLEBAU(150),Callebau
490,RIEN,"rien, pas"
1796,HUMEUR,bonne ou mauvais humeur
2280,INSULTE.MOT,"insulte, verbale"
3119,TOMBER.2,"tomber, laisser tomber"
2645,CAVE,cave
1008,FEU,"feu, brûler, incendie, incendier, incinération, incinérer, cheminée, poêle"
1795,GRAISSE.PIZZA,"graisse, gras"
1850,SPERMATOZOIDE,"sperme, spermatozoïde"
1274,MAMAN,"maman, mère"
2367,NS:CARREFOUR(COPIER),carrefour
777,SEL,"sel, salé, poivre, saupoudrer, épice"
2099,STUPIDE,"imbécile, stupide, débile, pas intelligent"
3198,VOMIR,"vomir, vomi, dégueuler"
1954,CA-VA-PAS,ça (cela) ne va pas
2188,NS:POLOGNE(P-NEZ),Pologne
3340,NS:SAMSUNG(S),Samsung
3293,SURTOU,surtout
2195,BOUGIE,bougie
1849,DEGUEULASSE,"dégueulasse, dégouté"
2054,HEURE-2.CERCLE,(à) deux heures
2910,MOIS-1.B,"un mois, par mois"
943,PRINCE,"prince, princesse"
2627,NS:THIERRY(TY),Thierry Haesenne
3102,OUBLIER.JETTE,oublier
1953,INQUIETER,(s') inquiéter
2274,MELANGER.INTEGRATION,"mélange, mélanger, mixte"
3300,NS:THIERRY(TT),Thierry
1261,RESUMER,"résumé, résumer"
1144,TRICHER,"tricher, tromper"
27,ANNEE-3,"trois années, trois ans"
578,LEGUMES,"légume, loisir"
4006,PERSIL,persil
2657,AGRESSIF,"agressif, sauvage, attaquer"
2718,CONFESSION,"confession, parloir"
661,RIRE,"rire, rigoler, pouffer de rire, moquer"
1781,SYMPATHIQUE.EXPRIMER,"sympathique, sympathiser"
3884,FENETRE.BALCON,fenêtre
3372,NS:CHARLIE-CHAPLIN(COUTEAU-RAS,"Charlie Chaplin, Charlot"
4067,SOURIRE.LEVRE,sourire
1820,TACHE.PENSER,cela m'a marqué!
1076,ACCUEIL,"accueil, accueillir, bienvenue"
620,COIFFEUR,"coiffeur, couper les cheveux"
1324,GENTIL,"gentil, doux"
4145,EVALUATION.MACHINE,s'entendre bien
1666,BONBON,bonbon
156,DECOUVRIR,"découvrir, trouver"
3702,DOLLAR(ASL),dollar
3079,DECAPOTABLE,décapotable
4117,EGAL.BAS,"diminuer, en dessous, niveau, inférieur"
1039,RENCONTRER,"rencontre, rencontrer"
2147,VELO.JUILLET,"Vélo, rouler avec un vélo"
2476,COMME-CA-AUSSI,comme ça
3700,NOEL.JEUSUS.NAITRE,Noël
2965,PAPA.8,"papa, père"
2559,ABREGER.GENERAL,"abréger, abrégé, résumer, résumé, réduire"
3591,FRANCAIS.LS-ORAL,français signé
2067,NS:CONSTANT(ARBRE),constant
2631,VIOLON,"violon, violoniste"
1043,COMMUNICATION,"communication, communiquer, conversation, converser, dialogue, dialoguer"
3490,NS:TREMPLIN(SAUTER),Ecole Tremplin
2366,POUBELLE,poubelle
3385,VOISIN.COTE,"voisin d'à coté ou d'en face, à côté de"
3657,ARRANGER.SERPENT,"arranger en cacher, cacher, profiter"
2838,AUTRE(LSESPAGNOLE),autre(LSE)
482,REPONDRE,"répondre, réponse, argument, dire"
234,EXPRES,"faire exprès, ne pas faire exprès"
3178,MAYONNAISE,"mayonnaise, moutarde"
1978,NS:CROSSFITNESS(BAR),cross fitness
978,LECHER,"lécher, lèche"
2944,SPRAY,spray
2561,VOISIN,"voisin, voisine"
2743,BLE,"blé, paille"
2278,MECHANT.1,méchant
3134,VAGIN,Vagin
3349,NS:LYDIE(CHEVEUX-10),Lydie
3682,PARLEMENT,"parlement, gouvernement"
3837,SAVON,"savon, gel douche"
3740,SAC-A-DOS,"sac, sac-à-dos, randonnée, cartable"
526,TELECOMMANDE,"télécommande, télécommander, télévision"
3085,INTERNET.DIFFUSER,internet
3464,NS:VALERIE(VAVA),Valérie
4109,RELAX.YOGA,"relax, relaxer, être calme"
1046,CLAVIER,"taper à la machine, clavier, minitel"
2701,HEURE-1.MONTRE,une heure
2777,OEUF.BISOUS,œuf
658,PHRASE,phrase
3673,SPERME,"sperme, spermatozoïde"
1623,GRATUIT.0,"gratuit, rien à payer"
1631,HANDICAPE.MAIN,"handicap, handicapé"
3459,NS:MURIELLE(MM),Murielle Bertrand
2866,LAVER.REPASSER,laver vêtement ou quelques chose
3051,POIREAU(LSF),poireau
2267,BLAGUE.PIQUER,"faire une blague, blaguer, taquiner, embêter, piquer"
3224,CON.FORT,"terrible con du monde, con, bête"
166,DESCENDRE,"descendre, descente"
2175,PLUME.POIL,Plume
2315,PORTABLE,Portable
3732,QUITTER.GROUPE,"quitter le groupe ou comité, partir, se retirer"
1542,CHEVAL.MONTER,"monter à cheval, cavalier, cavaler"
2040,ENERVER,"énerver, nerveux"
1866,NS:CFLS(INVERSE-LS),CFLS
1136,CHAPEAU,chapeau
2181,DESSOUS-SUIVANT,"en dessous, ensuite, après, étape"
408,PARLER.LOGOPEDIE,"parler, parole"
1372,SENTIR-MAL,"se sentir mal, ça ne va pas"
644,JAUNE,jaune
338,MARCHER,"marche, marcher"
3838,PISTOLET,"pain, pistolet"
2632,ETIQUETTE.FRONT,"étiquette, stéréotype, nomination, rôle"
1749,NS:HOLLANDE(COIFFE),"Hollande, Pays-Bas, néerlandais, hollandais"
3108,SOEUR.NONNE,"soeur, nonne"
3456,MAFIA,mafia
1356,TANTOT,"tantôt, à tantôt, bientôt"
1359,VISITER,"visiter, visiteur, visite"
1271,AUTRE.ENTRE,"entre autre, autre, autre choix, autre thèmes"
3391,COUPE,coupe
1260,DISCOURS,"discours, discourir"
508,SI,si
84,BRACELET,bracelet
3115,ECHELLE,"échelle, escalier"
2916,MOIS-5,cinq mois
3266,MALENTENDU,malentendu
2457,MOI-MEME,"moi-même, personnel, privé, individuelle"
3666,PASSAGE-PIETON-BLANC,"passage clouté, passage piéton"
2831,MAGAZINE,magazine
4043,NS:REMPART-MOINES(AUTOSTOP),Rempart des moines (nom d'une rue à Bruxelles)
1030,CRAVATE,"cravate, nouer la cravatte"
3357,DE:YEUX-TOURNER,"avoir les yeux qui tournent, vertige"
2487,DIRE(LSF),dire
3647,PARFAIT.ITALIEN,"parfait, juste"
2270,DE:MALADE-CHIANT,"Ouh là, malade, chiant, pfff"
3157,MEMOIRE-VIVE,mémoire
3445,NS:FLORENCE(8-JOUE),"Florence Abrassart, Fleur"
388,NUAGE.EPONGE,nuage
1985,SHORT,short
545,TUER,tuer (dans le cou)
94,CACHER,"(se) cacher, caché"
3316,CHANSIGNE,"chanson signée, chansigne, chantsigne"
1209,IMAGINER.NUAGE,"imaginer, imagination, imaginaire"
1315,OBSTACLE,"obstacle, stop, arrêt, contre"
3131,CLOCHE,cloche
2027,EN-FOUTRE,"s'en foutre, s'en ficher de, on s'en fout, on s'en fiche"
1643,NS:FLASH5(EVIDENT),Flash 5
2455,MOIS-2.B,deux mois
3931,NS:INCONNU(NANTES),inconnu
3997,EXCITER,"nerveux, exciter, excité, sentiment, sentimental, maladroit, content"
1072,MINISTRE,"ministre, ministériel, État, gouvernement"
3292,STADE,stade de footboal
4106,CHEVAL.MORS,mors du cheval
146,CURIEUX,"curieux, curiosité"
2209,EMBETER.PIQUE,"embêter, pique pique, critiquer"
584,NEUTRE,"neutre, neutralité"
2149,PISCINE,piscine
3738,VACCIN,"vaccin, piqûre, vacciner, vaccination"
683,CHEMIN,chemin
2589,DESOLE.2-MENTON,"désolé, excuse, pardon"
1753,INVITER,"invité, inviter, invitation"
2850,HABITER.BA,habiter
368,MOU,mou
562,VOITURE,"auto, voiture, conduire"
977,GARCON,garçon
310,ISOLER,"solitaire, isolé, seul"
2841,LOTTO.VOTE,"Lotto, lotterie"
2037,NS:BENEDICTE(F-OUI),benedicte
43,AROBASE,"arobase, @"
909,CRIER,"crier, hurler"
2591,FILM-FIN.4,"crédit de film, texte de film"
3442,TOUR-TOI,"à ton tour, à toi"
2254,BIZARRE.PRUDENT,"prudent, ne pas avoir confiance, prudence, risque"
2633,FUCK(BSL),"fuck, je t'emmerde BSL"
1595,PETIT-POIS,petit-pois
3380,ESSENCE,"mettre de l'essence, diesel, carburant"
1264,JUGE,"juge, juger"
62,AUTREFOIS,"autrefois, avant"
1305,DECU,"décevoir, déçu, découragé"
2534,ROBOT,robot
2629,CHARGE.LOURD,"avoir plusieurs charges, avoir de nombreuses responsabilités"
1102,INTERNATIONAL.INTERNET,international
3808,MOKA,"moka, café"
1401,VOYOU,voyou
240,FACEBOOK.B,facebook
2877,REPASSER,repasser
2331,VIRER.B,"dégager, virer, envoyer, renvoyer, rejeter, exclure, exclusion"
4078,GALOPER,"galop, galoper, courir, cheval de course"
4095,NS:FACETIME(F-LAVER),Facetime
2166,SECONDAIRE.SUPERIEUR,secondaire
280,HERITER,"hériter, héritage, patrimoine"
305,IMPOSSIBLE,"impossible, impossibilité, va pas"
3827,NS:CARREFOUR(CARREFOUR),Carrefour
850,TABLEAU,"tableau, panneau, cadre, fenêtre"
192,E-MAIL.C,e-mail
2396,NS:WATERLOO(W-MENTON),Waterloo
451,PSYCHOLOGIE.PENSER,"psychologue, psychologie, psychiatre, psychiatrie"
1976,PUTAIN,putain
2113,QUEUE,Queue
3092,MARRE,"avoir marre, en a marre"
2735,AN-1E,1e année
2826,CANETTE,"canette, décapsuler, enlever la capsule d'une canette"
2133,COQUILLAGE,"coquille, coquillage"
3649,FAUTEUIL.5,"fauteuil, canapé"
1799,MOUTON,mouton
3623,STUPIDE.L,"stupide, ne pas connaître, ne pas savoir, pas intelligent, bête, loser"
830,OEUF,oeuf
3991,OREILLE,oreille
4137,PRISE-SANG,prise de sang
1639,REVE,"rêve, rêver"
4056,ABOYER.GUEULE,aboyer
111,COLLEGUE.COLLABORATION,"collègue, partenaire, ami, amiable, pari"
1360,INTERNAT,internat
1219,VTT,VTT
2509,CHAMBRE,"chambre, salle, pièce, studio, local"
3437,NS:ESMERALDA(I-YEUX),Esmeralda
700,TOUT-SUITE,tout de suite
652,MALHEUREUX,"malheur, malheureux, malheureusement"
2031,NS:ELISA(E-5-CHEVEUX),elisa
1750,DEBUT,"début, débuter, depuis, commencer"
1475,DEFINITION(LSF),"définir, définition"
1423,IGNORER,"ignorer, ne pas écouter, faire la sourde oreille"
1290,POSITIVE,positif
3698,VIVRE(ASL),"vivre, vie"
4044,ABONNEMENT,abonnement
2179,BIZARRE.PEINTRE,"Bizarre, drôle"
1391,DIRIGER,"diriger, gérer"
572,IMPROVISER,"improviser, improvisation"
2128,ELECTRICITE.BRAS,électricité
2710,INFIRMIERE.FRONT,infirmière
3691,LINGUISTIQUE,"linguistique, linguiste"
2779,NAZI-SALUT,"salut nazi, heil"
4036,NS:INDECIPHERABLE(BRACELET-POI,inconnu
2050,AVRIL,avril
3021,CHENE,"Chêne, marron"
1421,CRITIQUER(LSF),critiquer
3420,NS:JEAN-CLAUDE(J-JOUE),Jean Claude
1894,NS:MONS(CERVEAU-TETU),"Mons, Montois"
3530,NS:BRASILIA(SCAMPIS),"Brasilia, capitale de Brésil"
3497,NS:JULIETTE(J-JOUE),Juliette Gokce
843,SUR.DESSUS,"sur, dessus, là dessus"
1830,TRANSEXUEL,transexuel(le)
95,CADRE,"cadre, encadrer"
3054,PATE,"pâte, spaghetti"
3615,CARTE.JEU-SERVICE,carte de jeu
4141,DANS.STOCK,"plus, beaucoup, dépasser, exister"
3871,SALE.MER,"sale, pas propre"
1932,SAVOIR-PAS,"ne pas savoir, si, ou"
3727,COLLER.COLLECTION,coller
3771,FRATERNITE(ASL),"fraternité, cercle estudiantin américain"
2823,PNEU.ROUE,"pneu, roue, chaise roulante"
3159,NS:ART-METIER(AM),art métier (école de Bruxelles)
2385,PENSION,"pension, pensionné"
3053,RIZ,"riz, yeux brides,"
132,CONTINUER,"continuer (à), à l'avance"
2801,DE:LAVER-MAIN,"je m'en lave les mains, tant pis, enfoutre"
1917,FERMER-BOUCHE,"fermer la bouche, ferme ta gueule"
3071,HAUT-PARLEUR,haut-parleur
936,MATIN,"matin, matinée"
1641,MEDIATEUR,médiateur (culturel)
3575,THEATRE.PERSONNE,theatre
1065,DEMOCRATIE,"démocratie, démocrate"
888,DENT,"dent, carie, dentition"
793,GOUT,"goût, goûter"
3507,NS:ANAIS(J-BOUCHE),Anaïs Janssens
1115,PARTIR.B,"partir, s'en aller"
1569,ATTITUDE,"attitude, comportement"
1867,INSISTER,"insister, forcer, harcélement"
2297,LISTE.CONDITIONS,"liste, ingrédients"
2829,NS:BRESIL(CAFE),"Brésil, brésilien"
1177,CHARGE,"à la charge de, en charge, charge"
474,REGARDER,"regarder, capter, chercher des yeux"
563,VOULOIR,"vouloir, avoir envie"
195,ECOLE,école
291,HEURE-3,"à trois heures, à quinze heures"
1511,LIMITE,"limite, limitation, limiter, maximum"
2858,NS:COLRUYT(G-COU),colruyt
703,ADMINISTRATIVE,"administration, administratif"
1691,NS:BRUGES(MONTRER),Bruges
2666,PROPHETE,prophète
1655,DOUBLE,"double, copie en double"
3428,NS:JOSE(CLERC-COMIQUE),Jose
28,ANNONCER,"annonce, annoncer, déclarer"
2583,RESSEMBLE.TETE,"ressemble, ressembler"
3458,AVANT.THEATRE,"avant, autrefois, époque, passé"
2544,MAIN.BRAVO,main
1338,PLAISIR,"plaisir, faire plaisir"
1054,AGRANDIR,"agrandir, grandir de taille, grand, long, énorme, grand en largeur"
748,PROBLEME,"problème, problématique"
1787,BON(LSF),"bon, Ok"
269,FRUSTRE,"frustré, frustration, choc, émotion, cœur brisé"
2770,GRAND.L,grand
1845,REPORTER,"reporter, déplacer, mettre à plus tard"
1455,ORTHOGRAPHE,"orthographe, orthographié"
3726,FENETRE.SERPENT,"fênetre, verre, carreau"
4029,NS:INCONNU(J-CHEVAL),Inconnu(e) ami(e) de Martine Fraiture
1442,APPAREIL.AUDITIF,"appareil auditif, oreille"
232,EXPERIENCE,expérience
1050,PEINE-PAS,ce n'est pas la peine
1676,CONTACT,"(personne de) contact, contacter"
692,COULOIR,"couloir, hall"
228,EXAGERER,exagérer
1613,INVESTIMENT,"investir, investissement, payer, acheter, don"
2784,ACCEPTER.2M,"accepter, adopter"
3686,APRES.G,"après, étape, deux choix"
3910,CHAMPION.MENTON,champion
1804,DIEU,"dieu, déesse"
4142,LEGUMES.COGNITIF,"légume, cogntif"
3045,GRAND-PERE.8.HAUTEUR,grand-père
2992,GARAGE,garage
2880,SYMPATHIQUE,"sympathique, sympathiser"
3492,MANGER.LANCER,manger
3859,GONFLER,"gonfler, gonflage, souffler, ballon"
1295,ENTERREMENT,"enterrement, enterrer"
250,FEMME,"femme, fille, mademoiselle"
1152,BOUCHE,"bouche, lèvres"
3834,CERISE,"cerise, cerisier"
691,TOURNER-DROITE,tourner à droite
3096,ECOUTER.ENTENDANT-C,écouter par oreille
2106,KILOMETRE,"Kilomètre, km"
3245,BETON,beton
3506,NS:DANITZA(BREAK),Danitza Athanassiadis
3016,TELEVISION.TV,"télévision, tv"
2917,ANNEE-2,"deux années, deux ans"
2409,AUTRE-THEME,"autre thème, à part ça, laisser passer, mettre de côté, exclusion"
63,AVANCER,"avancer, évoluer, développer, continuer, ça marche, fonctionner, dérouler, répéter"
847,DECOUVRIR.CREER,"découvrir, créer"
2556,GRENOUILLE.COU,"crapaud, grenouille"
1123,HISTOIRE.PAF,"histoire, légende"
1002,BLOQUER,"bloquer, coincer, étouffer"
690,CARREFOUR,carrefour
531,TERRIBLE,terrible
185,DONNER,"donner, distribuer"
289,HEURE-7.2,"à sept heures, à dix-neuf heures"
2512,LBUOY,
1141,BATEAU,"bateau, navire"
2268,DE:COMPRENDRE-AUTOMATIQUE,se comprendre entre nous
171,DEVINER,"deviner, devinette"
3510,NS:JULIE(L-FOSSETTE),Julie
2144,DEFIS,"défi, contre"
1999,ECHEC,"échec, échouer, rater, perdre, prête"
2411,QUAND-MEME.1,Quand même
2140,CREPES,"crêpe, chandeleur"
3857,EAU.ROUGE,"eau, liquide"
3387,COMMUNISTE,communiste
1251,OCCUPER.O,"occupé, être occupé, occuper"
1576,SOLEIL.LEVER,"lever du soleil, coucher du soleil"
1378,MATERNEL,maternel
2825,DE:CHOC-YEUX,"choc, choquer, choquant, étonné, surpris, avoir les yeux qui sortent de la tête"
2446,CHER.ARGENT,cher
586,NOTER,noter
1345,OBEIR,obéir
3554,NS:YOURI(COCU),Youri
807,PAPIER.P,"papier, feuille"
2732,CINEMA.GRIFFE,cinéma
3663,NS:NEW-YORK(Y-LOC),New York
2967,PARTIR.GRANDIR,"partir, départ"
1767,GROSSIER,(être) grossier
1971,PETIT.TAILLE,petit
1899,DEVELOPPER.PROGRESSER,"développer, évoluer, progresser, développement, évolution, progrès"
4035,NS:INDECIPHERABLE(6-NEZ),inconnu
3067,PRET.HABILLER,"Etre prét, habillé"
13,AGREABLE,agréable
3679,LARD.GOURMANDE,"lard, lardon"
384,NORMAL.N,"normal, normalement"
733,BON,"bon, bonne, ce n'est pas bon"
4083,COEUR.AGRANDIR,"le cœur se gonfle, devenir amoureux, aimer, coup de foudre"
892,VIVANT,"vie, vivant"
135,CONTRE.CARREFOUR,(être) contre (quelqu'un)
2126,GROS,"gros, obèse, grossir, grand, large"
1916,VIOLENCE.VOYAGER,"violent, violence, sauvage, violence verbale"
3791,AUTOROUTE.COIFFEUR,autoroute
1797,CONTROLER.C,"contrôler, surveiller"
3415,NS:STELLA(PETITE),Stella
3355,BEAU-FRERE,beau-frère
2235,MOUSTACHE.8,moustache
3431,NS:CHAYMA(C-P),Chayma
1548,ASPIRER,"aspirer, aspirateur"
2665,DE:TRANSPIRER.OUF,"ouf, ouh la la la, fatiguant, fatiguer, chaud"
1450,LPC,LPC
556,VIE,"vie, vivre"
54,AUCUN,"aucun, néant, il n'y en a pas, ne pas avoir, personne"
1919,EXPLIQUER.COMMENTAIRE,"expliquer, commenter, raconter"
449,PROFESSIONNEL,"professionnel, profession, métier"
2867,PATTE,"patte, pied"
2624,POLE-SECTEUR(LSF),Pôle secteur (France)
3717,TOURNER.SAUTER,"tourner, rouler, quelque chose en cours"
3921,EX,ex
2981,NOVEMBRE,novembre
2063,DE:RICHE-ARGENT,(être) riche
3409,FANCY-FAIR,"fancy fair, fête d'école"
1565,TOUCHER.ABEILLE,toucher doucement
2993,TOURNEVIS,tournevis
164,DEPENDRE,"dépendre de quelque chose, esclave"
2985,POUSSER,pousser
991,FACE,"face, visage"
755,IMPORTANT-PAS(IS),"peu importe, pas important, whatever"
3452,NS:DAVID(EMISSION),David
3499,NS:JULIETTE(J-JOUE-JUILLET),Juliette Gokce
1587,ESSUIE,"essuie, (s') essuyer"
1839,RECENT,"récent, récemment, il n'y a pas longtemps"
2246,NS:VANESSA(V-CHEVEUX),Vanessa Picron
2925,ATTRAPER,attraper
2601,BLOND,blond
1671,NS:HASSELT(ALCOOL),Hasselt
75,BESOIN,"besoin, avoir besoin, utile, utiliser"
3386,CHIFFRE.DIMINUE,"chiffre diminue, ordre décroissant"
2408,TVA,tva
3007,EBENISTE,"ébéniste, menuisier, bois, graver"
3687,INSTITUTION,"institut, Institution, bâtiment"
1195,NUL,"nul, nulle, zéro"
1204,TISSU,"tissu, sentir"
684,INTERDIRE,"interdire, interdiction"
794,INVENTER,"inventer, invention, par exemple"
3064,EXAGERER.METRE,exagérer
4022,PAILLE.FONDRE,"blé, paille, tas d'herbes"
1393,SAVOIR-JAMAIS,on ne sait jamais
2593,CELIBATAIRE,"célibataire, seul"
2628,TRADUCTION.TETE,"traduction, interprétation"
2953,APPRENDRE.PHARE,"Apprendre, enseigner, cours"
806,OPTION,"option, optionnel, choix,choisir, sélectionner, sélection"
2112,SOURIS.R,Souris
3222,BANQUET.BANC,banquet
1544,BONNET,bonnet
1134,FRAISE,"fraise, fraisier, groseille"
1090,ALORS,alors
2406,ECONOMISER,"économie, économiser, épargne, épargner"
3625,FILMER.TOURNER,"filmer, caméra, vidéo"
752,VAS-Y,"vas-y, aller, entrer"
3970,VOYAGE.X,"voyager, voyage, déplacer"
3418,BOUCLE,"cheveux bouclés, ondulés, crollés"
792,GARDER,"garde, garder"
1836,LESBIENNE,lesbienne
3052,COURGETTE,courgette
3512,NS:JULIETTE(J-JUILLET),Juliette Gokce
2107,USER,user
225,EURO.E,"euro, €"
245,FALLOIR,"falloir, faut, devoir, obliger, obligé"
1196,UTILE,"utile, utiliser, besoin"
637,FUCK,"fuck, je t'emmerde"
1601,PLEIN.CHIEN,"plein, beaucoup"
2560,POLI.RESPECTER,"poli, politesse, propre"
2103,HESITER.DEUX-PERSONNES,Deux rôles différents
866,JETER,"jeter, se débarrasser de, laisser"
49,ASSOCIATION,"association, local, club, membre,"
3589,CHEVEUX.LISSE,cheveux lisse
3133,CONGO,Congo
517,SOUVENIR,"(se) souvenir, (se) rappeler, rappel"
1809,TOUJOURS.LOIN,"pour toujours, éternel, permanent, permanence"
3463,NS:VALERIE(VV),Valérie
3548,POUVOIR-NEG,"ne peut pas, interdire, ne pas pouvoir"
153,DANS,"dans, chez"
1662,EMPATHIE,"empathie, empathique, se mettre à la place de"
2347,FETE.5,"fête, férié"
2738,HEURE-1.CERCLE,une heure
3642,INTEGRATION.4-1,"intégrer, intégration, décret inclusion"
236,EXPRIMER,"exprimer, s'exprimer"
2325,NS:MAC(POMME.A),mac
2747,PISTACHE,pistache
1021,CORRIGER,"corriger, correction"
2117,EMBALLER,"emballage, emballer, bandage"
1864,NS:CFLS(NOUVEAU),CFLS
3270,NS:IPAD(SITE-TABLETTE),ipad
414,PAS,"ne pas, pas, pas grave, finir"
1080,CONTRAIRE,"contraire, inverse, inversé, contredire, défi, à l'envers"
2527,GARDIEN,gardien
1472,ICONICITE,"iconicité, iconique, visuel"
1772,REGISTRE,"registre, niveau de langue des signes"
3243,ASSIETTE,assiette
2458,NIVEAU.MANIPULE,"niveau outil, niveau à bulle"
732,AN-1,"un an, une année, l'année prochaine"
3298,DE:VOIR-PAS-CACHE,"voir pas, cacher, abstract, menter"
2761,LAVER.2,"laver, nettoyer, car wash"
2382,SAVOIR-PAS.STOP,"ne pas savoir, ce n'est pas moi, tant pis, tranquille, ah, pff"
862,CONSTRUIRE,"construire, bâtir"
1650,ENFUI.METRO,"s'enfuir, se cacher, rentrer"
1497,DELICIEUX,"délicieux, c'est bon"
1361,HESITER,"hésiter, hésitation, 'soit ceci, soit cela'"
3469,NS:PIERRE(DUR),Pierre
1825,COUPLE.DUO,"couple, partenaire, duo"
2288,TABLEAU.1,"tableau, panneau, cadre, planche, table, feuille, papier, télévision"
811,PRIX,"prix, argent, cher"
3470,NS:EMMA(CLAIR-5),Emma
2138,NS:SAINT-NICOLAS(U-CHAPEAU),Saint Nicolas
2954,BUREAU.PALM,"bureau, secrétaire, employé(e)"
